InvoiceID,PO_ID,VendorID,Department_Invoice,InvoiceDate,PaymentDate,InvoiceAmount_INR,PaymentMethod,ApprovedBy,Status,Missing_Invoice_Amount_Flag,Negative_Invoice_Flag,Zero_Invoice_Flag,Missing_PO_Flag,Invalid_PO_Flag,Invalid_Vendor_Flag,Invalid_Approver_Flag,EmployeeID,EmployeeName,Department_Employee,Role,ApprovalLimit_INR,Invoice_Approval_Limit_Breach_Flag,Invoice_Limit_Utilization
INV000503,PO00442,V0028,Quality,2025-01-28,2025-03-03,34400.0,Bank Transfer,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00344
INV000250,PO00216,V0109,Procurement,2024-07-04,2024-08-21,5400.0,Bank Transfer,EMP0012,paid,0,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.00054
INV000454,PO00397,V0097,Sales,2025-02-07,2025-03-14,33000.0,Bank Transfer,EMP0034,Paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.011
INV000201,PO00172,V0090,Procurement,2024-11-06,2024-12-15,47900.0,Bank Transfer,EMP0054,Paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.015966666666666667
INV000559,PO00490,V0080,Production,2024-07-16,2024-08-03,58700.0,NEFT/RTGS,EMP0051,paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00587
INV000092,PO00074,V0101,Production,2024-07-24,2024-08-24,18700.0,Bank Transfer,EMP0013,paid,0,0,0,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.012466666666666666
INV000221,PO00192,V0110,IT,2024-09-23,2024-11-20,13300.0,Bank Transfer,EMP0044,Paid,0,0,0,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.004433333333333333
INV000029,PO00022,V0037,IT,2025-01-17,2025-02-06,11600.0,Bank Transfer,EMP0004,PAID,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.0232
INV000390,PO00336,V0028,Sales,2024-08-09,2024-09-15,42500.0,NEFT/RTGS,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00425
INV000073,PO00059,V0080,HR,2024-06-01,2024-06-14,24400.0,NEFT/RTGS,EMP0051,PAID,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00244
INV000374,PO00320,V0073,Quality,2024-06-15,2024-07-24,105600.0,,EMP0034,Paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0352
INV000444,PO00387,V0043,HR,2024-05-02,2024-05-30,39754.0,NEFT/RTGS,EMP0021,Paid,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.079508
INV000438,PO00381,V0024,Sales,2024-09-18,2024-10-22,50000.0,Bank Transfer,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.016666666666666666
INV000412,PO00358,V0113,Procurement,2025-02-23,2025-03-28,59900.0,Bank Transfer,EMP0046,PAID,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.1198
INV000566,PO00495,V0119,Sales,2025-01-30,2025-03-17,6000.0,NEFT/RTGS,EMP0036,PAID,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.004
INV000183,PO00156,V0035,Logistics,2024-04-29,2024-05-26,16275.0,Bank Transfer,EMP0056,PAID,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.005425
INV000365,PO00311,V0074,Finance,2024-10-23,2024-11-20,42000.0,Bank Transfer,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0042
INV000507,PO00446,V0127,Production,2024-06-27,2024-07-30,16541.0,,EMP0052,Paid,0,0,0,0,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.011027333333333333
INV000342,PO00292,V0090,Admin,2025-03-29,2025-05-01,31500.0,NEFT/RTGS,EMP0054,paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.0105
INV000591,PO00517,V0125,IT,2025-02-04,2025-03-07,100700.0,Bank Transfer,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.01007
INV000410,PO00356,V0125,Production,2025-03-30,2025-05-03,135600.0,Bank Transfer,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.01356
INV000508,PO00446,V0127,Production,2024-06-27,2024-07-29,80759.0,Bank Transfer,EMP0052,paid,0,0,0,0,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.053839333333333336
INV000462,PO00404,V0074,Admin,2024-10-12,2024-11-21,17934.0,Cheque,EMP0051,Paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.0017934
INV000345,PO00295,V0118,Quality,2025-03-26,2025-04-30,64000.0,Bank Transfer,EMP0026,PAID,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.042666666666666665
INV000081,PO00065,V0121,Procurement,2024-07-14,2024-08-03,147800.0,Bank Transfer,EMP0049,Paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.2956
INV000388,PO00333,V0089,Admin,2025-03-15,2025-04-04,259300.0,Bank Transfer,EMP0053,Paid,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.08643333333333333
INV000539,PO00475,V0123,Quality,2024-12-14,2025-01-01,100000.0,NEFT/RTGS,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.2
INV000064,PO00052,V0024,Quality,2024-11-09,2024-12-08,650.0,Bank Transfer,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.00021666666666666666
INV000062,PO00051,V0075,Finance,2024-05-18,2024-07-07,62000.0,Cheque,EMP0031,paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.124
INV000279,PO00244,V0089,Admin,2024-05-01,2024-05-24,2968300.0,Cheque,EMP0053,Paid,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.9894333333333334
INV000578,PO00507,V0087,Procurement,2025-02-16,2025-04-26,13146.0,Cheque,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.026292
INV000435,PO00378,V0044,Maintenance,2024-06-14,2024-08-05,382.0,Cheque,EMP0049,Paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.000764
INV000280,PO00245,V0116,HR,2025-03-30,2025-04-17,16000.0,Bank Transfer,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.010666666666666666
INV000537,PO00474,V0052,Production,2025-03-27,2025-05-19,88100.0,Bank Transfer,EMP0055,paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.1762
INV000460,PO00403,V0021,Production,2025-01-01,2025-02-23,6603.0,Bank Transfer,EMP0052,Paid,0,0,0,0,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.004402
INV000187,PO00159,V0066,Maintenance,2024-10-19,2024-11-13,17800.0,Bank Transfer,EMP0003,paid,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.0356
INV000009,PO00005,V0098,Admin,2025-03-07,2025-03-31,9200.0,Bank Transfer,EMP0009,PAID,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0184
INV000086,PO00070,V0024,Sales,2024-11-09,2024-12-14,21880.0,Cheque,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.007293333333333333
INV000455,PO00398,V0095,Maintenance,2025-02-11,2025-03-11,96700.0,NEFT/RTGS,EMP0004,paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.1934
INV000317,PO00273,V0057,Production,2024-11-14,2024-12-21,17000.0,Bank Transfer,EMP0026,paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.011333333333333334
INV000627,,V0103,Production,2024-07-01,2024-08-06,54800.0,Bank Transfer,EMP0008,Paid,0,0,0,1,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.036533333333333334
INV000541,PO00476,V0111,Admin,2024-07-31,2024-08-17,77900.0,Bank Transfer,EMP0029,Paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.1558
INV000097,PO00080,V0109,HR,2024-07-14,2024-09-02,33100.0,Bank Transfer,EMP0012,paid,0,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.00331
INV000314,PO00271,V0055,Production,2025-03-29,2025-04-23,15192.0,Cheque,EMP0002,PAID,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.005064
INV000157,PO00131,V0019,HR,2024-08-22,2024-11-02,35900.0,Cheque,EMP0021,PAID,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.0718
INV000604,,V0104,Finance,2024-12-29,2025-01-17,10200.0,Cheque,EMP0029,PAID,0,0,0,1,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.0204
INV000560,PO00491,V0041,HR,2024-11-16,2025-01-03,59976.0,Bank Transfer,EMP0046,paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.119952
INV000122,PO00102,V0045,Sales,2025-03-29,2025-04-10,1290.0,Cheque,EMP0010,paid,0,0,0,0,0,0,0,EMP0010,Suresh Singh,IT,Manager,500000,0,0.00258
INV000585,PO00513,V0028,Production,2024-09-09,2024-10-13,46500.0,Bank Transfer,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00465
INV000212,PO00183,V0096,Finance,2024-11-09,2024-12-14,48400.0,Bank Transfer,EMP0054,paid,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.016133333333333333
INV000564,PO00493,V0098,Procurement,2025-01-16,2025-01-28,17700.0,Cheque,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0354
INV000449,PO00391,V0115,IT,2024-10-18,2024-11-30,121300.0,Bank Transfer,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.01213
INV000569,PO00498,V0059,Sales,2024-11-21,2024-12-14,20000.0,Bank Transfer,EMP0018,paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.04
INV000165,PO00139,V0044,Finance,2024-09-16,2024-11-03,263300.0,NEFT/RTGS,EMP0049,paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.5266
INV000595,PO00520,V0061,Maintenance,2024-08-26,2024-10-04,100000.0,NEFT/RTGS,EMP0029,Paid,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.2
INV000339,PO00289,V0090,Quality,2024-12-08,2025-01-07,38800.0,Bank Transfer,EMP0054,PAID,0,0,0,0,0,0,0,EMP0054,Deepak Singh,Production,AVP,3000000,0,0.012933333333333333
INV000394,PO00338,V0072,Finance,2024-06-10,2024-08-07,5792.0,Bank Transfer,EMP0030,PAID,0,0,0,0,0,0,0,EMP0030,Manoj Malhotra,Maintenance,Junior Officer,100000,0,0.05792
INV000235,PO00205,V0043,Finance,2024-12-03,2025-01-05,33488.0,Cheque,EMP0021,paid,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.066976
INV000470,PO00410,V0056,IT,2024-06-01,2024-08-08,27700.0,Cheque,EMP0004,paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.0554
INV000180,PO00154,V0046,Sales,2024-05-25,2024-07-28,32900.0,Cheque,EMP0035,paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00329
INV000625,,V0117,Logistics,2024-08-14,2024-08-30,32900.0,Bank Transfer,EMP0009,Paid,0,0,0,1,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.0658
INV000309,PO00268,V0110,Production,2024-07-01,2024-08-30,115656.0,Bank Transfer,EMP0044,Paid,0,0,0,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.038552
INV000070,PO00056,V0124,Logistics,2024-06-27,2024-09-04,15400.0,Bank Transfer,EMP0008,Paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.010266666666666667
INV000272,PO00239,V0049,Finance,2025-02-15,2025-04-24,6707.0,Bank Transfer,EMP0053,Paid,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.0022356666666666666
INV000614,,V0050,Production,2024-04-07,2024-05-08,23400.0,Bank Transfer,EMP0039,PAID,0,0,0,1,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.0468
INV000024,PO00018,V0109,Sales,2024-08-24,2024-10-08,26200.0,Bank Transfer,EMP0012,paid,0,0,0,0,0,0,0,EMP0012,Arjun Mehta,Production,VP,10000000,0,0.00262
INV000466,PO00406,V0046,Quality,2025-01-09,2025-03-07,18000.0,Bank Transfer,EMP0035,Paid,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.0018
INV000293,PO00255,V0073,Production,2024-08-29,2024-09-28,56300.0,Bank Transfer,EMP0034,Paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.018766666666666668
INV000439,PO00383,V0129,HR,2024-12-03,2025-01-12,41300.0,Bank Transfer,EMP0055,PAID,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.0826
INV000611,,V0025,Sales,2024-11-23,2024-12-13,21900.0,Bank Transfer,EMP0036,Paid,0,0,0,1,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0146
INV000059,PO00049,V0094,Production,2024-09-02,2024-09-25,138000.0,Bank Transfer,EMP0049,Paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.276
INV000568,PO00497,V0070,Maintenance,2025-02-19,2025-04-02,87500.0,Bank Transfer,EMP0039,PAID,0,0,0,0,0,0,0,EMP0039,Rajesh Iyer,Quality,Manager,500000,0,0.175
INV000080,PO00064,V0058,Quality,2025-03-26,2025-06-04,25500.0,Cheque,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.051
INV000266,PO00233,V0125,IT,2024-12-19,2025-01-24,457600.0,Bank Transfer,EMP0035,PAID,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.04576
INV000322,PO00276,V0124,Maintenance,2024-11-29,2025-01-31,8400.0,Bank Transfer,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0056
INV000478,PO00419,V0041,Maintenance,2024-11-09,2024-12-29,48300.0,Bank Transfer,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.0966
INV000512,PO00450,V0098,Sales,2024-12-22,2025-01-10,31552.0,Cheque,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.063104
INV000093,PO00075,V0086,Quality,2024-08-10,2024-10-06,2947900.0,Bank Transfer,EMP0056,paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.9826333333333334
INV000596,,V0058,Maintenance,2024-06-29,2024-07-20,67700.0,Cheque,EMP0031,Paid,0,0,0,1,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.1354
INV000474,PO00415,V0113,Admin,2025-03-26,2025-04-27,78100.0,,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.1562
INV000616,,V0078,Maintenance,2024-08-24,2024-09-14,71100.0,Bank Transfer,EMP0044,paid,0,0,0,1,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.0237
INV000148,PO00124,V0103,Quality,2024-11-21,2024-12-28,14724.0,Cheque,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.009816
INV000252,PO00218,V0038,Procurement,2024-08-24,2024-10-02,29300.0,Bank Transfer,EMP0063,PAID,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.019533333333333333
INV000213,PO00184,V0122,Procurement,2024-11-06,2024-12-03,24800.0,Cheque,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0496
INV000531,PO00467,V0031,Admin,2024-09-04,2024-10-13,17700.0,Bank Transfer,EMP0055,paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.0354
INV000502,PO00441,V0077,Sales,2024-11-17,2025-01-20,57700.0,Bank Transfer,EMP0004,PAID,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.1154
INV000277,PO00242,V0032,Logistics,2024-11-25,2025-01-03,85100.0,Cheque,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.028366666666666665
INV000477,PO00418,V0121,Production,2025-02-07,2025-02-19,13700.0,Bank Transfer,EMP0049,paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.0274
INV000637,PO00249,V0119,Quality,2024-05-03,2024-05-19,3808.0,Bank Transfer,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0025386666666666665
INV000393,PO00338,V0072,Finance,2024-06-15,2024-08-12,96700.0,NEFT/RTGS,EMP0030,Paid,0,0,0,0,0,0,0,EMP0030,Manoj Malhotra,Maintenance,Junior Officer,100000,0,0.967
INV000013,PO00008,V0015,Admin,2025-02-04,2025-03-16,62200.0,Bank Transfer,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.041466666666666666
INV000304,PO00264,V0060,Logistics,2025-03-17,2025-04-06,8500.0,Bank Transfer,EMP0018,paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.017
INV000498,PO00438,V0049,IT,2025-03-27,2025-05-26,45000.0,Bank Transfer,EMP0053,paid,0,0,0,0,0,0,0,EMP0053,Manoj Sharma,Admin,AVP,3000000,0,0.015
INV000552,PO00485,V0021,Logistics,2024-07-19,2024-09-01,48100.0,Bank Transfer,EMP0052,PAID,0,0,0,0,0,0,0,EMP0052,Suresh Kapoor,HR,Senior Manager,1500000,0,0.03206666666666667
INV000601,,V0062,Procurement,2025-01-21,2025-02-17,38100.0,Cheque,EMP0036,PAID,0,0,0,1,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.0254
INV000325,PO00277,V0100,Finance,2024-06-15,2024-07-13,56306.0,NEFT/RTGS,EMP0031,Paid,0,0,0,0,0,0,0,EMP0031,Anjali Singh,Logistics,Manager,500000,0,0.112612
INV000261,PO00229,V0092,HR,2024-10-16,2024-11-03,28500.0,Bank Transfer,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.057
INV000545,PO00478,V0024,Finance,2024-07-06,2024-08-05,4446.0,NEFT/RTGS,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.001482
INV000055,PO00045,V0102,Maintenance,2024-05-29,2024-07-05,275800.0,Cheque,EMP0009,Paid,0,0,0,0,0,0,0,EMP0009,Sameer Gupta,Sales,Manager,500000,0,0.5516
INV000571,PO00500,V0123,Production,2025-01-04,2025-01-18,28400.0,NEFT/RTGS,EMP0046,Paid,0,0,0,0,0,0,0,EMP0046,Nikhil Gupta,Quality,Manager,500000,0,0.0568
INV000151,PO00126,V0056,Maintenance,2024-05-15,2024-07-19,29484.0,NEFT/RTGS,EMP0004,paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.058968
INV000398,PO00341,V0005,Procurement,2025-01-09,2025-03-01,91800.0,Cheque,EMP0008,PAID,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.0612
INV000574,PO00503,V0002,Sales,2025-01-24,2025-03-25,76600.0,Bank Transfer,EMP0026,paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.05106666666666667
INV000417,PO00361,V0119,Logistics,2024-09-22,2024-11-10,84500.0,Bank Transfer,EMP0036,Paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.05633333333333333
INV000107,PO00089,V0012,Logistics,2025-01-24,2025-03-13,22800.0,NEFT/RTGS,EMP0044,paid,0,0,0,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.0076
INV000232,PO00203,V0060,Procurement,2025-03-13,2025-04-05,18100.0,Bank Transfer,EMP0018,PAID,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.0362
INV000371,PO00317,V0083,Admin,2024-07-04,2024-09-04,15800.0,Bank Transfer,EMP0004,Paid,0,0,0,0,0,0,0,EMP0004,Sameer Chauhan,Admin,Manager,500000,0,0.0316
INV000238,PO00206,V0068,IT,2025-02-08,2025-03-19,11592.0,Bank Transfer,EMP0003,Paid,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,0,0.023184
INV000480,PO00421,V0125,Sales,2024-12-25,2025-01-26,70900.0,NEFT/RTGS,EMP0035,PAID,0,0,0,0,0,0,0,EMP0035,Anil Rao,Maintenance,VP,10000000,0,0.00709
INV000025,PO00019,V0107,HR,2025-03-28,2025-05-07,151200.0,Bank Transfer,EMP0049,paid,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.3024
INV000300,PO00261,V0027,Admin,2025-02-09,2025-03-13,634000.0,NEFT/RTGS,EMP0003,PAID,0,0,0,0,0,0,0,EMP0003,Amit Reddy,Procurement,Manager,500000,1,1.268
INV000440,PO00384,V0101,Sales,2025-03-26,2025-05-03,40800.0,Bank Transfer,EMP0013,PAID,0,0,0,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.0272
INV000327,PO00279,V0093,Logistics,2024-12-18,2025-02-02,286500.0,,EMP0051,paid,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.02865
INV000494,PO00434,V0107,Admin,2024-06-29,2024-08-07,132500.0,Cheque,EMP0049,PAID,0,0,0,0,0,0,0,EMP0049,Deepak Malhotra,HR,Manager,500000,0,0.265
INV000522,PO00458,V0061,Quality,2024-12-03,2025-01-04,91600.0,Bank Transfer,EMP0029,PAID,0,0,0,0,0,0,0,EMP0029,Deepak Chauhan,Admin,Manager,500000,0,0.1832
INV000083,PO00067,V0119,Admin,2024-11-18,2025-01-08,20900.0,NEFT/RTGS,EMP0036,paid,0,0,0,0,0,0,0,EMP0036,Sanjay Chauhan,Maintenance,Senior Manager,1500000,0,0.013933333333333334
INV000543,PO00478,V0024,Finance,2024-07-07,2024-08-16,35568.0,Bank Transfer,EMP0002,Paid,0,0,0,0,0,0,0,EMP0002,Varun Gupta,Production,AVP,3000000,0,0.011856
INV000358,PO00304,V0018,IT,2025-03-29,2025-05-07,30400.0,Bank Transfer,EMP0013,paid,0,0,0,0,0,0,0,EMP0013,Kavita Iyer,Quality,Senior Manager,1500000,0,0.020266666666666665
INV000554,PO00486,V0031,Maintenance,2024-04-14,2024-05-25,34888.0,Bank Transfer,EMP0055,Paid,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.069776
INV000381,PO00326,V0034,HR,2024-06-03,2024-07-12,190900.0,Cheque,EMP0044,paid,0,0,0,0,0,0,0,EMP0044,Vivek Verma,Maintenance,AVP,3000000,0,0.06363333333333333
INV000593,PO00519,V0059,Maintenance,2024-07-27,2024-08-10,86900.0,Cheque,EMP0018,Paid,0,0,0,0,0,0,0,EMP0018,Neha Reddy,Sales,Manager,500000,0,0.1738
INV000102,PO00085,V0084,Production,2024-07-06,2024-08-03,6132.0,Bank Transfer,EMP0008,paid,0,0,0,0,0,0,0,EMP0008,Vikram Nair,Production,Senior Manager,1500000,0,0.004088
INV000380,PO00325,V0032,Sales,2025-01-01,2025-02-10,153500.0,Bank Transfer,EMP0056,Paid,0,0,0,0,0,0,0,EMP0056,Pooja Iyer,IT,AVP,3000000,0,0.051166666666666666
INV000077,PO00062,V0038,Sales,2025-02-14,2025-03-26,59700.0,Bank Transfer,EMP0063,paid,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.0398
INV000389,PO00334,V0072,Procurement,2025-01-22,2025-03-22,97300.0,Bank Transfer,EMP0030,Paid,0,0,0,0,0,0,0,EMP0030,Manoj Malhotra,Maintenance,Junior Officer,100000,0,0.973
INV000292,PO00254,V0052,Finance,2025-02-02,2025-03-29,60384.0,Bank Transfer,EMP0055,PAID,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.120768
INV000283,PO00247,V0088,Finance,2024-10-10,2024-10-25,106314.0,Bank Transfer,EMP0026,Paid,0,0,0,0,0,0,0,EMP0026,Priya Rao,Procurement,Senior Manager,1500000,0,0.070876
INV000534,PO00471,V0114,HR,2024-07-25,2024-08-30,88200.0,Bank Transfer,EMP0051,PAID,0,0,0,0,0,0,0,EMP0051,Vikram Patel,Sales,VP,10000000,0,0.00882
INV000464,PO00405,V0017,Maintenance,2025-03-15,2025-05-18,23511.0,Bank Transfer,EMP0021,PAID,0,0,0,0,0,0,0,EMP0021,Ajay Sharma,Admin,Manager,500000,0,0.047022
INV000113,PO00095,V0097,Procurement,2024-06-17,2024-07-16,6700.0,Bank Transfer,EMP0034,paid,0,0,0,0,0,0,0,EMP0034,Ravi Reddy,HR,AVP,3000000,0,0.0022333333333333333
INV000505,PO00444,V0031,Sales,2025-02-19,2025-03-22,35500.0,Bank Transfer,EMP0055,PAID,0,0,0,0,0,0,0,EMP0055,Manoj Patel,Quality,Manager,500000,0,0.071
INV000481,PO00422,V0053,Quality,2024-12-26,2025-01-18,4900.0,Bank Transfer,EMP0063,Paid,0,0,0,0,0,0,0,EMP0063,Rajesh Chauhan,Maintenance,Senior Manager,1500000,0,0.003266666666666667
INV000247,PO00213,V0003,Maintenance,2024-12-29,2025-01-27,112200.0,Bank Transfer,EMP0048,PAID,0,0,0,0,0,0,0,EMP0048,Ravi Joshi,Sales,Manager,500000,0,0.2244
